cve,created_at,source,body
['CVE-2025-1098'],2025-03-25,mastodon,"A security issue was discovered in Kubernetes where under certain conditions, an unauthenticated attacker with access to the pod network can achieve arbitrary code execution in the context of the ingress-nginx controller. CVE-2025-1974 but also CVE-2025-1097 CVE-2025-1098 CVE-2025-24513 CVE-2025-24514   For more details about  Ingress NGINX Controller for Kubernetes release  https:// vulnerability.circl.lu/bundle/ 84edafcd-42a7-4c30-96f8-87de8e73e1ab # kubernetes   # vulnerability   # cybersecurity   # cve"
['CVE-2025-24513'],2025-03-25,mastodon,"A security issue was discovered in Kubernetes where under certain conditions, an unauthenticated attacker with access to the pod network can achieve arbitrary code execution in the context of the ingress-nginx controller. CVE-2025-1974 but also CVE-2025-1097 CVE-2025-1098 CVE-2025-24513 CVE-2025-24514   For more details about  Ingress NGINX Controller for Kubernetes release  https:// vulnerability.circl.lu/bundle/ 84edafcd-42a7-4c30-96f8-87de8e73e1ab # kubernetes   # vulnerability   # cybersecurity   # cve"
['CVE-2025-24514'],2025-03-25,mastodon,"A security issue was discovered in Kubernetes where under certain conditions, an unauthenticated attacker with access to the pod network can achieve arbitrary code execution in the context of the ingress-nginx controller. CVE-2025-1974 but also CVE-2025-1097 CVE-2025-1098 CVE-2025-24513 CVE-2025-24514   For more details about  Ingress NGINX Controller for Kubernetes release  https:// vulnerability.circl.lu/bundle/ 84edafcd-42a7-4c30-96f8-87de8e73e1ab # kubernetes   # vulnerability   # cybersecurity   # cve"
['CVE-2024-10444'],2025-03-24,mastodon,"Synology has patched a critical LDAP vulnerability (CVE-2024-10444) in DSM, allowing MITM attackers to intercept admin credentials. Update now to secure your systems.  # CVE -2024-10444  https:// redteamnews.com/exploit/synolo gy-patches-critical-ldap-vulnerability-in-diskstation-manager-cve-2024-10444"
['cve-2024-10444'],2025-03-24,mastodon,"Synology has patched a critical LDAP vulnerability (CVE-2024-10444) in DSM, allowing MITM attackers to intercept admin credentials. Update now to secure your systems.  # CVE -2024-10444  https:// redteamnews.com/exploit/synolo gy-patches-critical-ldap-vulnerability-in-diskstation-manager-cve-2024-10444"
['cve-2024-10444'],2025-03-24,mastodon,"Synology has patched a critical LDAP vulnerability (CVE-2024-10444) in DSM, allowing MITM attackers to intercept admin credentials. Update now to secure your systems.  # CVE -2024-10444  https:// redteamnews.com/exploit/synolo gy-patches-critical-ldap-vulnerability-in-diskstation-manager-cve-2024-10444"
['CVE-2024-36904'],2025-03-21,mastodon, SECURITY ALERT: Researchers have published exploit code for a critical Linux kernel vulnerability (CVE-2024-36904) that could allow attackers to manipulate memory and launch DoS attacks. Our latest article explains the risks and urgent steps system administrators should take to protect their infrastructure.  # SecurityLand   # LinuxSecurity   # CyberSecurity   # CVE   # PoC   # LinuxKernel   https://www. security.land/critical-linux-k ernel-vulnerability-poc-released-for-cve-2024-36904/
['cve-2024-36904'],2025-03-21,mastodon, SECURITY ALERT: Researchers have published exploit code for a critical Linux kernel vulnerability (CVE-2024-36904) that could allow attackers to manipulate memory and launch DoS attacks. Our latest article explains the risks and urgent steps system administrators should take to protect their infrastructure.  # SecurityLand   # LinuxSecurity   # CyberSecurity   # CVE   # PoC   # LinuxKernel   https://www. security.land/critical-linux-k ernel-vulnerability-poc-released-for-cve-2024-36904/
['cve-2024-36904'],2025-03-21,mastodon, SECURITY ALERT: Researchers have published exploit code for a critical Linux kernel vulnerability (CVE-2024-36904) that could allow attackers to manipulate memory and launch DoS attacks. Our latest article explains the risks and urgent steps system administrators should take to protect their infrastructure.  # SecurityLand   # LinuxSecurity   # CyberSecurity   # CVE   # PoC   # LinuxKernel   https://www. security.land/critical-linux-k ernel-vulnerability-poc-released-for-cve-2024-36904/
['CVE-2024-23943'],2025-03-18,mastodon,"# OT   # Advisory  VDE-2024-031 Helmholz: Vulnerabilities in myREX24 and myREX24.virtual The data24 service that is bundled with every installation of myREX24/myREX24.virtual has two serious flaws in core components. These combined can lead to a complete loss of confidentiality, integrity and availability. # CVE  CVE-2024-23943, CVE-2024-23942 https:// certvde.com/en/advisories/VDE- 2024-031 # CSAF   https:// helmholz.csaf-tp.certvde.com/. well-known/csaf/white/2025/vde-2024-031.json"
['CVE-2024-23942'],2025-03-18,mastodon,"# OT   # Advisory  VDE-2024-031 Helmholz: Vulnerabilities in myREX24 and myREX24.virtual The data24 service that is bundled with every installation of myREX24/myREX24.virtual has two serious flaws in core components. These combined can lead to a complete loss of confidentiality, integrity and availability. # CVE  CVE-2024-23943, CVE-2024-23942 https:// certvde.com/en/advisories/VDE- 2024-031 # CSAF   https:// helmholz.csaf-tp.certvde.com/. well-known/csaf/white/2025/vde-2024-031.json"
['CVE-2024-38657'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2025-22467'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-10644'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-12058'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-13830'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-13842'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-13843'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2024-13813'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2025-22467'],2025-02-11,mastodon,February Security Advisory Ivanti is in  # vulnerabilitylookup   https:// vulnerability.circl.lu/bundle/ 85f9fd3a-b2ef-443b-b091-2cad7418236f CVE-2024-38657 CVE-2025-22467 CVE-2024-10644 CVE-2024-12058 CVE-2024-13830 CVE-2024-13842 CVE-2024-13843 CVE-2024-13813 You can subscribe to  # Ivanti   products via email if you want to get updates: https:// vulnerability.circl.lu/vuln/CV E-2025-22467   # cybersecurity   # cve   # Vulnerability   # vulnerabilities
['CVE-2025-21408'],2025-02-07,mastodon,"CVE-2025-21408 – Microsoft Edge Chromium-based RCE   CVE ID :  CVE-2025-21408 Published :   Feb. 6, 2025, 11:15 p.m. | 4 hours, 50 minutes ago Description :  Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability Severity:  8.8 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2025-21408'],2025-02-07,mastodon,"CVE-2025-21408 – Microsoft Edge Chromium-based RCE   CVE ID :  CVE-2025-21408 Published :   Feb. 6, 2025, 11:15 p.m. | 4 hours, 50 minutes ago Description :  Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability Severity:  8.8 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2025-21408'],2025-02-07,mastodon,"CVE-2025-21408 – Microsoft Edge Chromium-based RCE   CVE ID :  CVE-2025-21408 Published :   Feb. 6, 2025, 11:15 p.m. | 4 hours, 50 minutes ago Description :  Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability Severity:  8.8 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2024-53104'],2025-02-06,mastodon,"CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog 

CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog

    

        

            

        

    

    

        

            On February 5, 2025, the Cybersecurity and Infrastructure Security Agency (CISA) added CVE-2024-53104 to its Known Exploited Vulnerabilities (KEV) Catalog. This addition highlights the critical nature ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (14 hours, […]

 https:// whalers.ir/blog/cve-2024-53104 -linux-kernel-flaw-added-to-cisas-kev-catalog/6243/"
['CVE-2024-53104'],2025-02-06,mastodon,"CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog 

CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog

    

        

            

        

    

    

        

            On February 5, 2025, the Cybersecurity and Infrastructure Security Agency (CISA) added CVE-2024-53104 to its Known Exploited Vulnerabilities (KEV) Catalog. This addition highlights the critical nature ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (14 hours, […]

 https:// whalers.ir/blog/cve-2024-53104 -linux-kernel-flaw-added-to-cisas-kev-catalog/6243/"
['CVE-2024-53104'],2025-02-06,mastodon,"CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog 

CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog

    

        

            

        

    

    

        

            On February 5, 2025, the Cybersecurity and Infrastructure Security Agency (CISA) added CVE-2024-53104 to its Known Exploited Vulnerabilities (KEV) Catalog. This addition highlights the critical nature ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (14 hours, […]

 https:// whalers.ir/blog/cve-2024-53104 -linux-kernel-flaw-added-to-cisas-kev-catalog/6243/"
['cve-2024-53104'],2025-02-06,mastodon,"CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog 

CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog

    

        

            

        

    

    

        

            On February 5, 2025, the Cybersecurity and Infrastructure Security Agency (CISA) added CVE-2024-53104 to its Known Exploited Vulnerabilities (KEV) Catalog. This addition highlights the critical nature ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (14 hours, […]

 https:// whalers.ir/blog/cve-2024-53104 -linux-kernel-flaw-added-to-cisas-kev-catalog/6243/"
['cve-2024-53104'],2025-02-06,mastodon,"CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog 

CVE-2024-53104 Linux Kernel Flaw Added to CISA’s KEV Catalog

    

        

            

        

    

    

        

            On February 5, 2025, the Cybersecurity and Infrastructure Security Agency (CISA) added CVE-2024-53104 to its Known Exploited Vulnerabilities (KEV) Catalog. This addition highlights the critical nature ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (14 hours, […]

 https:// whalers.ir/blog/cve-2024-53104 -linux-kernel-flaw-added-to-cisas-kev-catalog/6243/"
['CVE-2025-25066'],2025-02-03,mastodon,"CVE-2025-25066 – Cisco nDPI Stack Buffer Overflow Vulnerability   CVE ID :  CVE-2025-25066 Published :   Feb. 3, 2025, 6:15 a.m. | 1 hour, 49 minutes ago Description :  nDPI through 4.12 has a potential stack-based buffer overflow in ndpi_address_cache_restore in lib/ndpi_cache.c. Severity:  8.1 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2025-25066'],2025-02-03,mastodon,"CVE-2025-25066 – Cisco nDPI Stack Buffer Overflow Vulnerability   CVE ID :  CVE-2025-25066 Published :   Feb. 3, 2025, 6:15 a.m. | 1 hour, 49 minutes ago Description :  nDPI through 4.12 has a potential stack-based buffer overflow in ndpi_address_cache_restore in lib/ndpi_cache.c. Severity:  8.1 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2025-25066'],2025-02-03,mastodon,"CVE-2025-25066 – Cisco nDPI Stack Buffer Overflow Vulnerability   CVE ID :  CVE-2025-25066 Published :   Feb. 3, 2025, 6:15 a.m. | 1 hour, 49 minutes ago Description :  nDPI through 4.12 has a potential stack-based buffer overflow in ndpi_address_cache_restore in lib/ndpi_cache.c. Severity:  8.1 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2024-23928'],2025-02-01,mastodon,"CVE-2024-23928 – Pioneer DMH-WT7600NEX Certificate Validation Vulnerability 

CVE ID : CVE-2024-23928

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to compromise the integrity of downloaded information on affected installations of Pioneer DMH-WT7600NEX devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the telematics functionality, which operates over HTTPS. The issue results from the lack of proper validation of the certificate […]

 https:// whalers.ir/blog/cve-2024-23928 -pioneer-dmh-wt7600nex-certificate-validation-vulnerability/5486/"
['CVE-2024-23928'],2025-02-01,mastodon,"CVE-2024-23928 – Pioneer DMH-WT7600NEX Certificate Validation Vulnerability 

CVE ID : CVE-2024-23928

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to compromise the integrity of downloaded information on affected installations of Pioneer DMH-WT7600NEX devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the telematics functionality, which operates over HTTPS. The issue results from the lack of proper validation of the certificate […]

 https:// whalers.ir/blog/cve-2024-23928 -pioneer-dmh-wt7600nex-certificate-validation-vulnerability/5486/"
['cve-2024-23928'],2025-02-01,mastodon,"CVE-2024-23928 – Pioneer DMH-WT7600NEX Certificate Validation Vulnerability 

CVE ID : CVE-2024-23928

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to compromise the integrity of downloaded information on affected installations of Pioneer DMH-WT7600NEX devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the telematics functionality, which operates over HTTPS. The issue results from the lack of proper validation of the certificate […]

 https:// whalers.ir/blog/cve-2024-23928 -pioneer-dmh-wt7600nex-certificate-validation-vulnerability/5486/"
['cve-2024-23928'],2025-02-01,mastodon,"CVE-2024-23928 – Pioneer DMH-WT7600NEX Certificate Validation Vulnerability 

CVE ID : CVE-2024-23928

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to compromise the integrity of downloaded information on affected installations of Pioneer DMH-WT7600NEX devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the telematics functionality, which operates over HTTPS. The issue results from the lack of proper validation of the certificate […]

 https:// whalers.ir/blog/cve-2024-23928 -pioneer-dmh-wt7600nex-certificate-validation-vulnerability/5486/"
['CVE-2025-0804'],2025-01-29,mastodon,"CVE-2025-0804 – WordPress ClickWhale Link Manager Stored XSS 

CVE ID : CVE-2025-0804

Published :  Jan. 29, 2025, 4:15 a.m. | 2 hours, 46 minutes ago

Description : The ClickWhale – Link Manager, Link Shortener and Click Tracker for Affiliate Links & Link Pages plugin for WordPress is vulnerable to Stored Cross-Site Scripting via link titles in all versions up to, and including, 2.4.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject […]

 https:// whalers.ir/blog/cve-2025-0804- wordpress-clickwhale-link-manager-stored-xss/5308/"
['CVE-2025-0804'],2025-01-29,mastodon,"CVE-2025-0804 – WordPress ClickWhale Link Manager Stored XSS 

CVE ID : CVE-2025-0804

Published :  Jan. 29, 2025, 4:15 a.m. | 2 hours, 46 minutes ago

Description : The ClickWhale – Link Manager, Link Shortener and Click Tracker for Affiliate Links & Link Pages plugin for WordPress is vulnerable to Stored Cross-Site Scripting via link titles in all versions up to, and including, 2.4.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject […]

 https:// whalers.ir/blog/cve-2025-0804- wordpress-clickwhale-link-manager-stored-xss/5308/"
['cve-2025-0804'],2025-01-29,mastodon,"CVE-2025-0804 – WordPress ClickWhale Link Manager Stored XSS 

CVE ID : CVE-2025-0804

Published :  Jan. 29, 2025, 4:15 a.m. | 2 hours, 46 minutes ago

Description : The ClickWhale – Link Manager, Link Shortener and Click Tracker for Affiliate Links & Link Pages plugin for WordPress is vulnerable to Stored Cross-Site Scripting via link titles in all versions up to, and including, 2.4.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject […]

 https:// whalers.ir/blog/cve-2025-0804- wordpress-clickwhale-link-manager-stored-xss/5308/"
['cve-2025-0804'],2025-01-29,mastodon,"CVE-2025-0804 – WordPress ClickWhale Link Manager Stored XSS 

CVE ID : CVE-2025-0804

Published :  Jan. 29, 2025, 4:15 a.m. | 2 hours, 46 minutes ago

Description : The ClickWhale – Link Manager, Link Shortener and Click Tracker for Affiliate Links & Link Pages plugin for WordPress is vulnerable to Stored Cross-Site Scripting via link titles in all versions up to, and including, 2.4.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject […]

 https:// whalers.ir/blog/cve-2025-0804- wordpress-clickwhale-link-manager-stored-xss/5308/"
['CVE-2025-0802'],2025-01-29,mastodon,"CVE-2025-0802 – SourceCodester Best Employee Management System Remote Improper Access Control Vulnerability 

CVE ID : CVE-2025-0802

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as critical was found in SourceCodester Best Employee Management System 1.0. Affected by this vulnerability is an unknown functionality of the file /admin/View_user.php of the component Administrative Endpoint. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be […]

 https:// whalers.ir/blog/cve-2025-0802- sourcecodester-best-employee-management-system-remote-improper-access-control-vulnerability/5304/"
['CVE-2025-0802'],2025-01-29,mastodon,"CVE-2025-0802 – SourceCodester Best Employee Management System Remote Improper Access Control Vulnerability 

CVE ID : CVE-2025-0802

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as critical was found in SourceCodester Best Employee Management System 1.0. Affected by this vulnerability is an unknown functionality of the file /admin/View_user.php of the component Administrative Endpoint. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be […]

 https:// whalers.ir/blog/cve-2025-0802- sourcecodester-best-employee-management-system-remote-improper-access-control-vulnerability/5304/"
['cve-2025-0802'],2025-01-29,mastodon,"CVE-2025-0802 – SourceCodester Best Employee Management System Remote Improper Access Control Vulnerability 

CVE ID : CVE-2025-0802

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as critical was found in SourceCodester Best Employee Management System 1.0. Affected by this vulnerability is an unknown functionality of the file /admin/View_user.php of the component Administrative Endpoint. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be […]

 https:// whalers.ir/blog/cve-2025-0802- sourcecodester-best-employee-management-system-remote-improper-access-control-vulnerability/5304/"
['cve-2025-0802'],2025-01-29,mastodon,"CVE-2025-0802 – SourceCodester Best Employee Management System Remote Improper Access Control Vulnerability 

CVE ID : CVE-2025-0802

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as critical was found in SourceCodester Best Employee Management System 1.0. Affected by this vulnerability is an unknown functionality of the file /admin/View_user.php of the component Administrative Endpoint. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be […]

 https:// whalers.ir/blog/cve-2025-0802- sourcecodester-best-employee-management-system-remote-improper-access-control-vulnerability/5304/"
['CVE-2024-40672'],2025-01-29,mastodon,"CVE-2024-40672 – Samsung Android ChooserActivity Java Missing Permission Check Privilege Escalation Vulnerability 

CVE ID : CVE-2024-40672

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In onCreate of ChooserActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-40672 -samsung-android-chooseractivity-java-missing-permission-check-privilege-escalation-vulnerability/5300/"
['CVE-2024-40672'],2025-01-29,mastodon,"CVE-2024-40672 – Samsung Android ChooserActivity Java Missing Permission Check Privilege Escalation Vulnerability 

CVE ID : CVE-2024-40672

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In onCreate of ChooserActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-40672 -samsung-android-chooseractivity-java-missing-permission-check-privilege-escalation-vulnerability/5300/"
['cve-2024-40672'],2025-01-29,mastodon,"CVE-2024-40672 – Samsung Android ChooserActivity Java Missing Permission Check Privilege Escalation Vulnerability 

CVE ID : CVE-2024-40672

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In onCreate of ChooserActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-40672 -samsung-android-chooseractivity-java-missing-permission-check-privilege-escalation-vulnerability/5300/"
['cve-2024-40672'],2025-01-29,mastodon,"CVE-2024-40672 – Samsung Android ChooserActivity Java Missing Permission Check Privilege Escalation Vulnerability 

CVE ID : CVE-2024-40672

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In onCreate of ChooserActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-40672 -samsung-android-chooseractivity-java-missing-permission-check-privilege-escalation-vulnerability/5300/"
['CVE-2024-40649'],2025-01-29,mastodon,"CVE-2024-40649 – Apache Linux Kernel Use-After-Free Local Privilege Escalation 

CVE ID : CVE-2024-40649

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40649 -apache-linux-kernel-use-after-free-local-privilege-escalation/5296/"
['CVE-2024-40649'],2025-01-29,mastodon,"CVE-2024-40649 – Apache Linux Kernel Use-After-Free Local Privilege Escalation 

CVE ID : CVE-2024-40649

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40649 -apache-linux-kernel-use-after-free-local-privilege-escalation/5296/"
['cve-2024-40649'],2025-01-29,mastodon,"CVE-2024-40649 – Apache Linux Kernel Use-After-Free Local Privilege Escalation 

CVE ID : CVE-2024-40649

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40649 -apache-linux-kernel-use-after-free-local-privilege-escalation/5296/"
['cve-2024-40649'],2025-01-29,mastodon,"CVE-2024-40649 – Apache Linux Kernel Use-After-Free Local Privilege Escalation 

CVE ID : CVE-2024-40649

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40649 -apache-linux-kernel-use-after-free-local-privilege-escalation/5296/"
['CVE-2025-22217'],2025-01-29,mastodon,"CVE-2025-22217 – VMware Avi Load Balancer Blind SQL Injection 

CVE ID : CVE-2025-22217

Published :  Jan. 28, 2025, 7:15 p.m. | 12 hours, 44 minutes ago

Description : Avi Load Balancer contains an unauthenticated blind SQL Injection vulnerability which was privately reported to VMware. Patches are available to remediate this vulnerability in affected VMware products. 

A malicious user with network access may be able to use specially crafted SQL queries to gain database access.

Severity: 8.6 | HIGH

Visit the link for more details, such as CVSS […]

 https:// whalers.ir/blog/cve-2025-22217 -vmware-avi-load-balancer-blind-sql-injection/5292/"
